,Speech,Product
5735,zulfikar hutmarafirst check many muslim voted muslim league  elections,OAG
5736,hindus ever asked leave india seem irrational generalising tendency bhakts dont generalise blaming hindus,OAG
5737,fking idiot,OAG
5738,tv channels swaying towards pm modi bjphowever channel ecept zee power epose truth hidden public zee goodwill rise watch,NAG
5739,well done shoting dead isis workerbut also shot dead dhruv saena bjp cells worker arrested red handed pakistans isi agent,CAG
5740,well done modiji many us wat discuss daily life family frnds abt issues making happen thank good country go,NAG
5741,love one thing clear leftists aaptards want representatives speak every one else must keep pin drop silence,CAG
5742,bot powered prince fadii see bot speed india tv c h h r r saturday  april  add close india tv comment late  detik auto comment prince fadii babybottk,NAG
5743,ur digest drama artist saw life ur puppet everyone knows whos puppet master,CAG
5744,goel state ministers visit tokyo every month study climatic conditions surface acclimatize properly,NAG
5745,protect cow delhi period,CAG
5746,part time online job without investment important job facebook epert earn  month open play store install champcash mony free appsign champcash refer idinstall  apps champcash start online work,NAG
5747,india carryout surgical strike press conferenceeasy beasy,NAG
5748,great kbow people suffering money people u konw man carrying u u country,CAG
5749,ambassador international debit card slam russia stupid news channels,CAG
5750,erm hasntthere ban  new vetting procedures put inplace wich slowed immigration switch old new point anyone bannedhttp ukbusinessinsidercom bigdifferencesbetweentrumpsimmigrationbanobamaspolicyrusirti ifnd funny insult others lack research whilst proving havent done amazing,CAG
5751,r u gone mad bajaj never competitor royal enfield,OAG
5752,dignity give chance involve pakistan development process usual terrorists country doesnt believe development,CAG
5753,karen hjarne make feel good ridiculous ban trump enacted,CAG
5754,imf vs india indan pata big dialog need foreign loan,CAG
5755,dhulagarh reaction,NAG
5756,tamil nadu farmer telling suffering money drama wasting milk poster instead people given milk need children name bahu bali,CAG
5757,people know well,NAG
5758,said right goon rioter became cm davod become head mumbia police,CAG
5759,nice article,NAG
5760,congratulations,NAG
5761,rec worth buying price u please update finole industries stock would long term,NAG
5762,anuj plzz let know price delta corp going,NAG
5763,first let every village township least  toilets,NAG
5764,means tougher congress easier bjp means,NAG
5765,unfortunately kashmiri talent like shah faisal ias topper cricketer parvaiz rasool young girl many kashmiri talented youth projected indian intelligence media legalize illegal occupation appreciate talent strongly disagree way promoted kashmirs political belief hay bakhts find formula use save disgrace demonitization well#modi ji since worked indian film tell world every kashmiris indian acting skillslol,CAG
5766,silly drag nehrus name contemporary politics totally dirty,NAG
5767,like modi dumped wife st century,OAG
5768,media please stop jokes talk npa waived bz tycoons,NAG
5769,thank giving data offer never forget generosity sir,NAG
5770,rss power done anything u r proving itso better people understand ur politics level division u cause people,CAG
5771,modi ji could u plz get ta business men pockets like v service people vl b u,CAG
5772,news item days back wipro laying  employees,NAG
5773,indian forces reactions surrendered forces claim innocent cornflakes manufacturer killed indian soldiers soldiers habitual surrender  ,NAG
5774,oh really shudra guy u marry daughter chammar low caste hindu bloody hypocrite,OAG
5775,wipro  weeks low see upmove,NAG
5776,horrific thiscant imagine plight poor father shocked,OAG
5777,going resign going sit place,CAG
5778,justify justify justify need lot,CAG
5779,mental,NAG
5780,idiot,OAG
5781,new entrant market advice shares portfolio,NAG
5782,abt cricketers cant pay anything r awarded crores rupees playing match forget abt winning,NAG
5783,sometime wont getting cycle rickshaw,CAG
5784,one side like piece sh_t moron keep alleging bullsh_t matter without proof kejriwal way paid media telecast like mangalyaan missionthats plane jhumla party,CAG
5785,hi anuj confused itc listening mr tuslian view please,NAG
5786,grand step,NAG
5787,brave n bold others mind spoke face,NAG
5788,please go parliament make run smoothly,CAG
5789,net time sell country prove right,NAG
5790,state biggest criminalanonymous,OAG
5791,david l roberts ps american citizen donald trump president say believe otherwise doesnt change reality get help,NAG
5792,sorry sing paa g near bahdr ecuse,NAG
5793,launching indian bike indian market operathey got wrong right launchthe marketing team really needs big round applause,CAG
5794,fellow wants bharat ratna govt hence utterance,CAG
5795,heated iron rod shoved womans two orifices would also bleed,CAG
5796,arrest corrupted judge think corrupted government corrupted judges deserve death sentence like traitors,OAG
5797,good work,NAG
5798,bsp earlier removed incharge uttar pradesh appointed incharge madhya pradesh,NAG
5799,pigs lust blood never ends eliminated,OAG
5800,rararasputin trumph lover russian queenthere cat really gonerararasputinrussias greatest love machine new trumph antique clock,CAG
5801,mr president impossible gau gobar policy,OAG
5802,politicians incapable taking appropriate decision humbly request three heads forces request president give authority take appropriate action retaliate give justice brave hearts,OAG
5803,criteria massive win indian epress  vs ,CAG
5804,rss agent,OAG
5805,evm fully fraud,OAG
5806,arti bhajans done temples everyday morning evening jagrata weekly basis full month ganesh durga pujaso cut crap,OAG
5807,give time hes  times elected mp basis saffron dress,NAG
5808,check version lit afhttps youtube mlocshdzds,NAG
5809,abdul kablamsounds like sort muslim terrorist dont care say,NAG
5810,lol iitians fly usa lol,CAG
5811,brahma married daughter saraswati remember,CAG
5812,done divis lab long term,NAG
5813,bro dont give e isreal isreal usa isreal sell weapon us learn little middle east politics giving eample,NAG
5814,sensible decision trump start negotiations north korea instead making threats war cannot underestimate country nuclear weapons syria afghanistan test bombs even achieved anything substantial ecept innocent killings,CAG
5815,small mid caps like capital trust eample rallies,NAG
5816,hello period indians witnessed team looted countrys natural resources poor people hard earned money lost respect one worst pm ever sorrydont miss lead nation sack gandhi family loyalist shamefulllll,CAG
5817,ya kya ho rha h sir modi ji kha big h,CAG
5818,things plan well advance middle class people dont suffer standing q nothing,CAG
5819,thats tragedy human natureit tends imitate rather introspect innovate #pfact,NAG
5820,comment written guy stays keralapaid commenter job,CAG
5821,lic housing lot   lots  hold,NAG
5822,thn tell echange currency home nd feel pain commoners facing,CAG
5823,yes thats pakistan knows kill poor people like forward provinces balochistan poor fisherman trapped soldiers people like sarabjit reminds eunuchs thats beaten bangladeshisdont worry given befitting replybtw one isi colonel still missing nepal border,OAG
5824,plz tell manmohan electionu made pmbut one cried,CAG
5825,u,CAG
5826,one soldier hurt kill atleast  porkistanis,OAG
5827,sham u goof randians u blame pakistan every thing freedom fighters done,OAG
5828,anna hazare wakes sleep wants criticize others like congress arvind etc buts goes sleep comes bjp drama king without crown,OAG
5829,russia denied syrian regime conducted chemical attack,NAG
5830,public videos mc ur videos,OAG
5831,ryt always playing woman card blaming film industry yet recognise one best gets act good movies good bannerwell league vidya balan tabu per acting portrayal beleive r much bigger actress dan never saw playing woman card alongif kj power whats problem anyways women empowerment doesnt mean women bash men reason make point,CAG
5832,farmers give lives us even taken account unfair reward give u food plate,NAG
5833,happy way company ended year tcs,NAG
5834,eactlywhat lol pal az forgot completelytalking az waste time,NAG
5835,killer indian prime ministers indira n rajiv gandhi werent muslims reason behind world wars werent muslims muslims didnt killed thousands kalinga war,CAG
5836,interested join politics,CAG
5837,meet guyz also event,NAG
5838,sonu nigam said nothing wrong want selectively listen outrage points opportunism hidden agenda,OAG
5839,modi wants go war rhe way able cover fuckall dmonetization effects,NAG
5840,showing mutilated bodies soldiers disgraceful would even ask,OAG
5841,tinkering sand wash water wash sand paper rubbing scrapping old paint finally adding weather protected automobile paint make car segment,NAG
5842,dont copy paste buddy laws knew well u guts staight way jo go drink cow urine enjoy dont think much bloody black indian,OAG
5843,nifty climb even   ie nifty p e +,NAG
5844,always hearts love amma,NAG
5845,encounter terrorists security forces chilli pora area underway,NAG
5846,video filmed  got picked one placard many make huge issue imagine someone took daughters school project twist make issue,CAG
5847,good thing coming free loader loafers usurpersof course secular press eaggerate sky,OAG
5848,sad tragic question asked ikhlaqs wife lynched mob dadri,CAG
5849,either cow muslim make news punished otherwise useless news leave noble man,CAG
5850,reason india still far behind countries everybody want benefits selfish world,OAG
5851,far choice concerned think doesnt choice,CAG
5852,difficult say right wrong,NAG
5853,watch channel available dd direct+ dthdd direct+ h sahi hif yrs channels free  airwhy r available dd direct+ platfoam  crore people watch dd direct+,NAG
5854,ravi shankar prasad really support u whn player win medals thy r rewards like anything crores rupees soldier dies border tym govt doesnt money family,NAG
5855,cumin im talking abt bike u pervert,OAG
5856,hope,NAG
5857,pls dig get actual thing,CAG
5858,nice question relating economy,NAG
5859,pinch aam aadmi pocketit abs ruckus,NAG
5860,good newswas open tendering single bidder multiple names,NAG
5861,looteras wont good people,OAG
5862,people like speak economics makes laugh,OAG
5863,unfortunate incident pakistan must avoid behaving manner stop activities,NAG
5864,hi name gurmehar kaur jalandhar india dad capt mandeep singh killed  kargil war  years old died memories memories feels father also remember much used hate pakistan pakistanis killed dad used hate muslims thought muslims pakistanis  years old tried stab lady burkha strange reason thought responsible fathers death mother held back made understand pakistan kill dad war killed took know today learnt let go hate easy difficult today soldier like dad fight peace india pakistan war us father would still making video want governments countries stop pretending solve problem france germany become friends  world wars japan usa put past behind work towards progress cant majority regular indians pakistanis want peace war questioning calibre leadership nations cannot dream becoming first world country third world leadership please pull socks talk get job doneenough state sponsored terrorism enough statesponsored spies enough statesponsored hatred enough people died sides border enough enough wish live world gurmehar kaurs miss dad alone many like #profileforpeace,CAG
5865,unitech stock suggest,NAG
5866,predictions correct believe saying false leave,NAG
5867,whether q epected good bank stocks q result start south indian bank tomorrow,NAG
5868,gandhi killer ram nathu temple indiabig shame  india,NAG
5869,super,NAG
5870,haha guy doesnt know protecting snakes,CAG
5871,yes bank bounced back mild correction good time buy,NAG
5872,royal enfield longer hand made legacy ended long ago,NAG
5873,indian army ws u ppl would hav enslaved till date pakis support based religion epect ever read https enmwikipediaorg wiki _bangladesh_genocide,NAG
5874,ohh really non tribals treated dogs notheast especially bhiaries etc,OAG
5875,sp gud one hold tgt  sl ,NAG
5876,sushma ji angel one like world,NAG
5877,modi government care  average people india voted  no#demonetizationcashless#conspiracy india create upper caste brahmins jain shah financial lobby india rule pm india modi finance minister arun jately employed promoters giants microsoft apple google jio ambani india jewish masters rothschild familyhere quote meyer rothschild jewish banking cartel known rothschildsgive control nations currency care makes laws baron rothschild#mastercard credit card worldwide cooperative owned   financial institutions issue branded cards#visa credit card visa inc viz vis also known visa stylized visa american multinational financial services corporation headquartered foster city california united statesit facilitates electronic funds transfers throughout world commonly visabranded credit cards debit cardsnilson report publication tracks credit card industry found visas global network known visanet processed  billion transactions total volume us trillion,OAG
5878,queen elizabethiif cking indian adore coz still slave whites,CAG
5879,hi,NAG
5880,omg,NAG
5881,hazare dashed indians hope lokpal bill u much drama,OAG
5882,political person government officer big black money way cash gold property,CAG
5883,hold vguard sell bonus pe high average price ,NAG
5884,turkey muslim country run islamic lawsits secular still moderate muslim countries thts progressive secure position erdogan pushing islamic laws ultimately screw country like pakistan,NAG
5885,understand willful desire many thing still pm working day let work results mark evaluation   years guys results shown stats doesnt lies ta impose revenue sector establishing economy think positive future,NAG
5886,neta ko bhejo border tb pta chlega jaan kya chij hoti h,CAG
5887,hi,NAG
5888,thats happens aryens country largely illiterates ruling literare n knowledgable dravidians ec allow anyone graduate certainly north indian type graduates vote elections,OAG
5889,natarajan sir u know condition kashmir days,NAG
5890,yogijiaccused rioting attempt murder lot,NAG
5891,bjp people suicide attacks bjp came power,NAG
5892,useless,OAG
5893,anthony reason spoke abt mercedes coz u made statement abt ppl standing queues also r kids understand bjp others parties fooled years one leadership lets give fair chance others,CAG
5894,true ratan tata returning shows poor corporate policy,NAG
5895,http indianepresscom article india fatwaissuedagainstrealitysingingstarnahidafrinbyclerics dear indian epress feel sorry write journalists misinterpret events present distorted manner make sensational headlines news upcoming singer nahid afreen prepared without proper research investigation sad see journalists dont even know difference fatwa appeal fatwa nonbinding legal opinion issued qualified jurist mufti request someone unable understand religious guidelines whereas leaflet circulated presented fatwa hard copy appeal signed  men believe religious practices merit appeal discussed many grounds many dimensions first foremost appeal called legal opinion fatwa epect apology side mistake,OAG
5896,sonia mamyou best anchor cnbctv udyan sir,NAG
5897,duffer,OAG
5898,govt increases prices railways people make lot hue cry hotel restaurant operators unethically charges service charge acceptable,NAG
5899,hey sonia looking cute holding equitas   months views,NAG
5900,wrong choice bheem,OAG
5901,first fall gave permission college unfinished standing bricks cement work done,CAG
5902,non sense stupid fellow want fool muslim brethren rule,OAG
5903,rss ki dhamkiyon ki saamne jukknevaala nahi communist,CAG
5904,u compare contribution field peace nelson mandela n ull get result,NAG
5905,dear lady advice dont worry things average survival rate penny politicians less  yearsand going  years,OAG
5906,knowledge history sacrifices leaders cow included people critising leaders even born trying protect hooligans shame justifice continued lawlessness,OAG
5907,dialogue un ending dialogue stoped real action taken,CAG
5908,chinmay hebbar check bheemsena wikipedia,CAG
5909,poor implementation gonna win net election sure,CAG
5910,sir would glad u concentrate reasons actually citizens take arms,NAG
5911,insane need reelection,OAG
5912,wow one greatest economist born india till date thankful shared great knowledge people country,NAG
5913,gods sake stop wasting time nonissues ample problems country work please focus dear government got job,NAG
5914,stop beef kerala,NAG
5915,idea refer comment  chanikya,NAG
5916,give us opinion andhra bankshould hold sell,NAG
5917,hitt man,CAG
5918,sonu jobless singer nowso desperation come commenthis sleep either day night normally road singer,OAG
5919,go ask made sleep roads  years,CAG
5920,rohit sharma super fools like uu beauty definitely parameter respect poor,OAG
5921,kejriwal already known rti activism anna used ploy portray net gandhi whereas truth wanted break many congress votes could let bjp win old hypocrite nowhere seen lokpal yet time comment honest party country sahi khel gya buddha,OAG
5922,many youngsters irrespective religion frustrated system fails time hope growth find outlet release energy dont think twice disintegration amony communities also leading cause violence,CAG
5923,solidarity marchwhich political party sponsored useless solidarity marchis solidarity march towards showing solidarity third class political parties like congress aap tmc cpi gave absolutely agenda take govt,CAG
5924,indians basically hypocrites se starved nation unwilling discuss openly bollywood films show leading pair singing running around trees fully clothed net shot actress shown pregnant epect people double standards think se time try sweep carpet comes issues like se education,OAG
5925,h genuine deal hide parliament,CAG
5926,rapd nun bngal mulim,CAG
5927,kashmir mandir nearby maternal home priests play bhajans am morning loudspeakers none among us ever intervened complainedand practice happening since centuriesinstead hatered animosity nonmuslims live peace us safe happy arethere kids us grown together never talked faithsstop dividing people personal gains,OAG
5928,cant blame religion thatthis immature,CAG
5929,finest marketing eperience luury buying ideas cnbc tv ,NAG
5930,shree anna hazare sence less person opportunist bewakuf criticising mr kejriwal,OAG
5931,anna repenting,CAG
5932,give modi chance atleast many chance given congress nothing,CAG
5933,dont worry kajol lynched muslim,CAG
5934,poison hasare,CAG
5935,burning things u ur right whether u burn use one right tell u,NAG
5936,clean sweep modi one left survive eanywhere,CAG
5937,people stop listening song,CAG
5938,industry trade adapt better gst implementation delayed harsh mariwala,NAG
5939,heard saying heard lata mam talk mumbai realtty sector u plz elaborate,NAG
5940,,NAG
5941,sonia  quarter low result factored,NAG
5942,shame,OAG
5943,put behind bar,CAG
5944,difficult regain stabilise indian currency modiji indifferent situation,NAG
5945,country needs unite help muslim politics issue father shown india made,CAG
5946,cm work constitutionpl draw conclusions even start let cm work people referee n judge,CAG
5947,andh bhakt spotted,CAG
5948,thanks noting harin munshi truth system still lack lot checks balances,NAG
5949,ever heard sree padmanabha temple ever heard trivandrum,CAG
5950,nice moves,NAG
5951,icici bank hold sell  share  holding last  year,NAG
5952,hi soniya sun aurobindo pharma life time high coming sessions remains sluggish,NAG
5953,data given congress useless take stern action millitants,OAG
5954,public teach lesson politics politician shameful,OAG
5955,waiting big bull rally hope get tom,NAG
5956,look people reacted post grin emoji bloody muslims,OAG
5957,nice,NAG
5958,cant u protect animals cow thats point,CAG
5959,well brain dead bhakts want small traders farmers waiters daily wages workers open bank accounts deposit daily salaries small turnover bank accounts,OAG
5960,stupid gau rakshaks need kick hurtskeep kerala sane free uncouth people infested hinduism hate,OAG
5961,terrible decision modi black  percent liquid cash asset forms poor middle class suffering,CAG
5962,last time spoke constituency,NAG
5963,okay hindus jews lots hindus jews voted republican time,CAG
5964,attending azaan anyone become true muslim prophet muhammad asked followers saying believe called muslim tested first,CAG
5965,watching usa kajriwal working guy big mouth,CAG
5966,winreally lol,CAG
5967,sonia maruti highly price stock mahindra cheap stock nw days pair trade goin market,CAG
5968,see niyaz noise troubles u fact u always try eplain temple authorities get reduced reduced noise hindu temple nearby,CAG
5969,love u kkr missss u,NAG
5970,salute father setting eample proudly say terrorism religion sikulars naalites quiet came heavy support afzal guru yakub menon,OAG
5971,arun kumar idiot dont worry kerala,OAG
5972,weakest home minister india ever produced,NAG
5973,nothing islam azaan dont blare loudspeakers purpose,OAG
5974,virat kohli said regrets whatever said past feels right,NAG
5975,quote former british columbia canada premier ujjal dosanjih pm modi great campaigner mediocre prime ministerthe old english saying either run mouth countryneedless say pm modi opted former,CAG
5976,hair plant,NAG
5977,say wht others speak gave view set question ever answer answer ever cannot tht wish hard fast rule whn thepm one opened mouth tht everyone questions silence,CAG
5978,actually r suffered small businessman also dis list industry infrastructure,OAG
5979,trump present fedral budget cues market take,NAG
5980,well done congress yeddy still uses reddy money win idiots never learn,OAG
5981,azaan beautiful words listened respected every one interested least dont say thing hurt sentiments muslimslog hindu muslim bane ke chakar shayaad inshan bana bhul gaye h har religion ki izzat karna sikho sonu nigam bad person hate much,OAG
5982,used power cm  years looted bihar son looting mr prasad everybody knows done bihar please shut dirty mouth sit home,OAG
5983,hoping president great country,NAG
5984,ask implement uid jewellery weighing  grams,NAG
5985,stay fooled people like blindly protecting defending criminals desh kahan aur kaise aage bade ga,CAG
5986,e india fake fragile unatural union build british control poor masses become monster minorities neighbors almost  indian land direct indian army control commit grave human right abuses notorious afspa kashmiris hate india brutal illegal occupation land shameless india called upper class hindu elite doesnt want free kashmir political gaines india country run etremists apart israel,OAG
5987,vote shivsena elections soon maharashtra,OAG
5988,tv show number one result mkt price,NAG
5989,hey modi stooge cannot handle orderly crisis handle terrorists,OAG
5990,atheist like lizard keeps changing colours anonymous,CAG
5991,buy freedom  smartphone rs  http bookfreedomcom booking open,NAG
5992,better keep quiet dogs barking reason,OAG
5993,bjp agent,OAG
5994,guys must try us solar power,NAG
5995,cow hinduismeating beef cow mata allowed hinduismrigveda    declares occasion girls marriage oen cows slaughtered rigveda    states indra used eat meat cow calf horse buffalo manusmriti chapter  verse  says sinful eat meat eatable animals brahma created eaters eatablesmaharishi yagyavalkya says shatpath brahmin     eat beef soft deliciousapastamb grihsutram    says cow slaughtered arrival guest occasion shraddha ancestors occasion marriagevashistha dharmasutra   writes brahmin refuses eat meat offered occasion shraddha worship goes hell,NAG
5996,v bjp news room yogi n modi back ground,NAG
5997,never liked know,OAG
5998,cheater,OAG
5999,great man u r sirsalute pmlove u sir,NAG
6000,go support communists propaganda destroy democracy,CAG
6001,politicians made india worst plce liveall illetrate old retard fucks need kicked higher politics,OAG
6002,whylive n let live let peace prevail pls leave food choices us,CAG
6003,forefathers wise kept money,CAG
6004,neurosurgeon false news spread mainstream media,NAG
6005,failures necessary time time makes us stronger motivates us work harder#withteamindia#vk,NAG
6006,business limiting boundaries fairif happen companies create monopoly,NAG
6007,decrease half population become first,NAG
6008,wrong decision shem shem,OAG
6009,millions muslims feel offended unfortunate fit sonu nigamdrawing attention whatwhen many bans issues hammering minoritiesno doubt occult forces behind racist declarations,CAG
6010,azam khan minister used words,NAG
6011,indias  work home job investment required  hours working earn rs   per day totally geniune need serious candidates type job send whats app number +,NAG
6012,everything need know,NAG
6013,agree upto mayajal finished rest let us see,CAG
6014,wil fun watch parties take support would contested together congrss ncp would wiped,CAG
6015,instead screaming social media platforms dont special forces go kill hundred pakistanis come home thats way take em thats,NAG
6016,dont utter bombastic words match performance counts,CAG
6017,firest n biggest terrorist free india waz goddse try build mandir hi name,OAG
6018,e infosys making  week low shld b avoid infosys anuj,NAG
6019,time luury relay program luury time sushma swaraj right candidate president fitness gone kidney transplantation sir give rest sushma ji,CAG
6020,choice destroying feminism feminists love take care kids,CAG
6021,usual minorities complaining stop seeing things preceptive religion religion divided us still,CAG
6022,launch curry ninda missile make indian bravehearts safe instantly hours net bravehearts become vulnerable launch net curry ninda missile,CAG
6023,greedy btch,OAG
6024,ordinary soldiers get killed families suffer games played power hungry people across spectrumwe need another gandhi gaffer khan teach tolerance understanding dialogue means lasting solution,NAG
6025,eicher dream stock decadejust like bikes,NAG
6026,bittu sharma yes marrying still people converting islam see ram could nt know kidnapped wife hanuman told see siva could bring head ganesh could know parvati told sri krishna wives brhama marry daughter gifted son,OAG
6027,hazare hazard fuss creator,OAG
6028,incorrect think removing red light vip vvips vehicles culture vip mindset vanished please follow ups daily reports,CAG
6029,correct,NAG
6030,means working mothers treat babies puppies future every household secure salute real women earn well spend quality time children,CAG
6031,holding rs software   nos since last  months  got price sell hold nervous market scenario kindly suggest,NAG
6032,fake data cut rates loot moneywhy fuk home loan rates going downonly banks looting action defaultersmadrchs fku,OAG
6033,anyone mention talking sachin kohli dhoni conditions soldiers different issue sindhu malik earned hardwork dont try undermine ones success commenting another sensitive issue,NAG
6034,spartans emotions want sparta throw emotion garbages cnbc tv ,NAG
6035,bad airtel g g reng use internet,NAG
6036,queue trouble think one best sold media best presstitutes prostitutes better blady press shame less reporter,NAG
6037,haha epect work cycle aggarbatti ad,CAG
6038,anna ji agent bjp,OAG
6039,dont understand common man difficulties rich people getting money commission basis common people suffering,CAG
6040,mentally ill give shock brain work properly,OAG
6041,sense would indeed touch  in opinion brink global collapse cyclical recession time period global events eacerbate recession imfs foreign reserve basket adds chinese yuan fore basket reducing euros contribution basket considerable + euro considerable depreciate breit british voters actually vote britain leave eu us elections uncertainty crude oil glut china debttoequity conversion shemitah year a major global sell happened  october  sunday  october  monday witness global sell global markets correct ecess + targets range  prices rupeessense nifty bank niftyicici bank sbi google shemitah year  headed biggest blobal recession yetyou opportunities either become rich become poor sit cash dont buy anything right nowuntil reach targets sit cashwelcome shemitah year either become rich become etremely poor choice market already dropped much  gains wiped negative,NAG
6042,gandhi killer ram nathu temple indiabig shame  india,NAG
6043,israel us different league together ideology backing also different,NAG
6044,wao really massive win love fool public whoever penned article,CAG
6045,nice one,NAG
6046,stop,CAG
6047,sounds less like bike launch like someones strangling cat,CAG
6048,first bring money political parties pay taes know much money changed political party th november  till date please put media,CAG
6049,good people good decision help people,NAG
6050,game close ur eyes n ears crying baby,CAG
6051,poor governance ratan tata intern chairman comments fair,NAG
6052,situation west bengal become terribly communal west bengal witnessed number communal riots taking place majority hindus molested beaten muslim illegal bangladeshi immigrants ransacked hindus residents shops religious temple hazinagar malda chandanagar dulagarh number places hindus targeted yet living fear mamta government providing full support miscreants local bengali medias allowed show current situation west bengal urge central government look matter seriously else west bengal soon become mini bangladesh mini pakistan mumtaz beghum government arresting media channel trying broadcast muslim riots butchering hindusat present problem proper kolkata conditions rural small cities far kolkata changing fast search google tehatta hajinagar chandannagar khagragarh kanning malda murshidabad etc etc even bangladeshi govt accusing west bengal govt providing safe house bangladeshi terrorists,NAG
6053,yes,NAG
6054,nailed,NAG
6055,doesnt matter though painful far better ur n number scams bcoz hon dr manmohan sigh india witnessed economic growth bt party biggest looter britishers vanished indias wealth,CAG
6056,misinterpretation reality isdelhi police beat thugs goons #presstitutes attacked police rohit vemula mockery march,CAG
6057,even play dalit card may get attention stale food use thrown dustbin,CAG
6058,married service man wouldnt given stupid statement say early marriage doesnt give working brains,OAG
6059,anuj sonia view presentations traders conference online cnbc tv,NAG
6060,v unfortunate tatas news lately wrong reasons,NAG
6061,amazon india organised cheating setupdelivers completely wrong product keeps sending back wrong item requesting replacement cant happen unintentionally,NAG
6062,given many constitutional protectionshowever reservation poverty alleviation scheme social groups historically eploited marginalized rendered weaker muslims wanted window within obcs supreme court says create subwindow within obcs without breaching  barrier basis religion,CAG
6063,went nathan coulter nile smash head,OAG
6064,outrage freedom throwing stones fundamental rights,OAG
6065,bitter truthmust accept,OAG
6066,must watch movie mickey virus shows much media could corrupt,NAG
6067,karela lunch joke,CAG
6068,joke day joker jokistan couldnt stop laughing,CAG
6069,people worship cow cannot behead  personleave ,CAG
6070,good news bad news,NAG
6071,rip brave strong powerful women indira gandhi,NAG
6072,inhuman beasts,NAG
6073,safety officer hanged responsibility death company hire safety personal company owner person responsible signing lic charge man slaughter crime hinderous crime peoples come work kill,CAG
6074,jubin mehta rocked stage finesse curating tech ,NAG
6075,anna bjp man,CAG
6076,hey reporter plz ask question behalf forgot lokpal act,CAG
6077,grow people understand place poor people indiathey discrimenated every states countryofcourse govt announces many schemes poor schemes hardly reach themsad hard fact great country india,CAG
6078,hahaha mumbai event delhi,NAG
6079,money eaten lallu fodder scam,CAG
6080,asma rani isi agent girl repeating comment everywhere hv seen lady commenting thing  posts related soldiers n along lady r isi agents working issue,OAG
6081,big deal chara chor lalu yadav convicted court bail supreme court bhadwa journos rndtv ready give blow job time name called secularism,OAG
6082,honourable president sahebji sripranab mukherjee long present political outfits like congress allies like cpim cpi petty local political parties eist selfish motto indians cannot epect india become global power first need countrys unity unequivocal respects steps one takes irrespective political affiliation,OAG
6083,join rss better,NAG
6084,well said jaideep singh gau rakshaks go border n defend country,NAG
6085,pray good health modi ji,NAG
6086,people waiting electionnet election bjp see outcome demonstration,CAG
6087,nonsense u think people representing congress party would spare,CAG
6088,may u anyone zihad terrorist killing name religion terrorism,CAG
6089,dear indian epress feel sorry write journalists misinterpret events present distorted manner make sensational headlines news upcoming singer nahid afreen prepared without proper research investigation sad see journalists dont even know difference fatwa appeal fatwa nonbinding legal opinion issued qualified jurist mufti request someone unable understand religious guidelines whereas leaflet circulated presented fatwa hard copy appeal signed  men believe religious practices merit appeal discussed many grounds many dimensions first foremost appeal called legal opinion fatwa epect apology side mistakehttp indianepresscom article india fatwaissuedagainstrealitysingingstarnahidafrinbyclerics,OAG
6090,u r funny considering leading economists called major blunder,CAG
6091,shudntafter jingoism worshiped n u guys promote,OAG
6092,place mention kumar vishwas emerged potential stake holder post convenor president aap party today owing transparency capabilities comparison kejriwal measurably failed corner thus could able keep unity party,CAG
6093,indian epress didnt let pakistan hang kulbhushanp,OAG
6094,nivas lakshminarasimhan stalin defeated hitler aswellwhom snaghis went meet owe,CAG
6095,u cant deny growth n developmentor cry u r ntnow,NAG
6096,rip logic,CAG
6097,c v god,CAG
6098,u study india later ok abuses indiaa kashmir,CAG
6099,yes also never forget tricked drove suv saying regularly driving,NAG
6100,shame mp govt,CAG
6101,#entertainment amitabh bachchan shared lot things #black blog,NAG
6102,problem people dont anything blame something big diverting comparing wrong things one thing time,CAG
6103,anyway going stand hours queues found nothing account well planned mission,CAG
6104,democracy died,OAG
6105,police cid demanding bribe passport verificationis true,NAG
6106,pulling cart thella gari epress idiot throw dumping zone,OAG
6107,great initiative behalf common men implementation could hve better,CAG
6108,earlier reports suggested dozenodd personnel injured blast tossed mine protected vehicle carrying gadchiroli spot fierce encounter happened afternoon,NAG
6109,budhia singhall people proud two girlshe win  medelsin rio ,NAG
6110,moment might anything cant compares anything substance someone wining since  ridiculous corrupted nondeserving well playing vote bank politics considering say one proved leader became cm rather getting family inheritance like ##pappu akhilesh nd rahul,CAG
6111,alll,NAG
6112,ha ha ha ha ha power thirsty man defeated opponent,CAG
6113,didnt notice alive u pm nose party men looted country plz rest peace,CAG
6114,plz dnt ask abt proof video proces yash raaj studio,CAG
6115,ooops maybe trumps eecutive order isnt quite islamophobic liberal media would believe http wwwmrctvorg blog kuwaithashadmuslimban,CAG
6116,retire gracefully fast marrying second time,CAG
6117,ban life time,OAG
6118,people mad cuz israel every right,CAG
6119,amanatullah khan already received bag goodies way join ruling bandwagon like sazia ilmi didepect muck fly,NAG
6120,could give many eamplsi cant understand wen ur books says u guys,CAG
6121,view lt budget relief infra help lt,NAG
6122,one bogus complaining jealousy,OAG
6123,u modi jibt plzz smthg poor people,CAG
6124,unlike page thenbloody nir,OAG
6125,terrorists enter indian army sleeping,CAG
6126,bjp epress,NAG
6127,always people great loss tamilnadu,NAG
6128,think displaying wrong title dont look like bike launch,NAG
6129,mr chidambaram congress party shortly hanged indian government proved anti national element,CAG
6130,watching unprecedented love amma cant believe eyes,NAG
6131,hi sonia would like know whether hold ashok leyland sell,NAG
